UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,16605,3116605,Cláudio
35,São Paulo,03,Araçatuba,018,Birigui,11904,3511904,Clementina
41,Paraná,08,Centro-Sul Paranaense,030,Palmas,05706,4105706,Clevelândia
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,08002,2908002,Coaraci
13,Amazonas,03,Centro Amazonense,006,Coari,01209,1301209,Coari
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,02703,2202703,Cocal
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,02711,2202711,Cocal de Telha
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,04251,4204251,Cocal do Sul
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,02729,2202729,Cocal dos Alves
51,Mato Grosso,02,Nordeste Mato-grossense,011,Médio Araguaia,03106,5103106,Cocalinho
52,Goiás,04,Leste Goiano,012,Entorno de Brasília,05513,5205513,Cocalzinho de Goiás
29,Bahia,01,Extremo Oeste Baiano,003,Santa Maria da Vitória,08101,2908101,Cocos
13,Amazonas,03,Centro Amazonense,006,Coari,01308,1301308,Codajás
21,Maranhão,04,Leste Maranhense,015,Codó,03307,2103307,Codó
21,Maranhão,04,Leste Maranhense,016,Coelho Neto,03406,2103406,Coelho Neto
31,Minas Gerais,12,Zona da Mata,062,Viçosa,16704,3116704,Coimbra
27,Alagoas,02,Agreste Alagoano,006,Arapiraca,02009,2702009,Coité do Nóia
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,02737,2202737,Coivaras
15,Pará,04,Nordeste Paraense,009,Salgado,02608,1502608,Colares
32,Espírito Santo,01,Noroeste Espírito-santense,003,Colatina,01506,3201506,Colatina
51,Mato Grosso,01,Norte Mato-grossense,003,Colíder,03205,5103205,Colíder
35,São Paulo,02,Ribeirão Preto,009,Barretos,12001,3512001,Colina
21,Maranhão,04,Leste Maranhense,018,Chapadas do Alto Itapecuru,03505,2103505,Colinas
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,05587,4305587,Colinas
52,Goiás,02,Norte Goiano,005,Chapada dos Veadeiros,05521,5205521,Colinas do Sul
17,Tocantins,01,Ocidental do Tocantins,002,Araguaína,05508,1705508,Colinas do Tocantins
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,16703,1716703,Colméia
51,Mato Grosso,01,Norte Mato-grossense,001,Aripuanã,03254,5103254,Colniza
35,São Paulo,02,Ribeirão Preto,009,Barretos,12100,3512100,Colômbia
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,05805,4105805,Colombo
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,02752,2202752,Colônia do Gurguéia
22,Piauí,04,Sudeste Piauiense,013,Picos,02778,2202778,Colônia do Piauí
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,02108,2702108,Colônia Leopoldina
41,Paraná,03,Norte Central Paranaense,006,Astorga,05904,4105904,Colorado
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,05603,4305603,Colorado
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,00064,1100064,Colorado do Oeste
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,16803,3116803,Coluna
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,05557,1705557,Combinado
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,021,Frutal,16902,3116902,Comendador Gomes
33,Rio de Janeiro,03,Centro Fluminense,005,Três Rios,00951,3300951,Comendador Levy Gasparian
31,Minas Gerais,03,Jequitinhonha,013,Pedra Azul,17009,3117009,Comercinho
51,Mato Grosso,01,Norte Mato-grossense,004,Parecis,03304,5103304,Comodoro
25,Paraíba,01,Sertão Paraibano,006,Itaporanga,04405,2504405,Conceição
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,17108,3117108,Conceição da Aparecida
32,Espírito Santo,02,Litoral Norte Espírito-santense,005,São Mateus,01605,3201605,Conceição da Barra
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,15201,3115201,Conceição da Barra de Minas
29,Bahia,03,Centro Norte Baiano,012,Feira de Santana,08200,2908200,Conceição da Feira
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,17306,3117306,Conceição das Alagoas
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,17207,3117207,Conceição das Pedras
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,17405,3117405,Conceição de Ipanema
33,Rio de Janeiro,02,Norte Fluminense,004,Macaé,01405,3301405,Conceição de Macabu
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,08309,2908309,Conceição do Almeida
15,Pará,06,Sudeste Paraense,022,Conceição do Araguaia,02707,1502707,Conceição do Araguaia
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,02802,2202802,Conceição do Canindé
32,Espírito Santo,03,Central Espírito-santense,007,Afonso Cláudio,01704,3201704,Conceição do Castelo
29,Bahia,04,Nordeste Baiano,016,Serrinha,08408,2908408,Conceição do Coité
29,Bahia,03,Centro Norte Baiano,012,Feira de Santana,08507,2908507,Conceição do Jacuípe
21,Maranhão,01,Norte Maranhense,005,Baixada Maranhense,03554,2103554,Conceição do Lago-Açu
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,17504,3117504,Conceição do Mato Dentro
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,17603,3117603,Conceição do Pará
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,17702,3117702,Conceição do Rio Verde
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,05607,1705607,Conceição do Tocantins
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,17801,3117801,Conceição dos Ouros
35,São Paulo,06,Piracicaba,027,Limeira,12209,3512209,Conchal
35,São Paulo,04,Bauru,023,Botucatu,12308,3512308,Conchas
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,04301,4204301,Concórdia
15,Pará,04,Nordeste Paraense,012,Tomé-Açu,02756,1502756,Concórdia do Pará
25,Paraíba,01,Sertão Paraibano,003,Sousa,04504,2504504,Condado
26,Pernambuco,04,Mata Pernambucana,013,Mata Setentrional Pernambucana,04601,2604601,Condado
25,Paraíba,04,Mata Paraibana,022,João Pessoa,04603,2504603,Conde
29,Bahia,04,Nordeste Baiano,018,Entre Rios,08606,2908606,Conde
29,Bahia,06,Centro Sul Baiano,027,Brumado,08705,2908705,Condeúba
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,05702,4305702,Condor
31,Minas Gerais,02,Norte de Minas,003,Januária,17836,3117836,Cônego Marinho
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,17876,3117876,Confins
51,Mato Grosso,02,Nordeste Mato-grossense,009,Norte Araguaia,03353,5103353,Confresa
25,Paraíba,02,Borborema,010,Cariri Ocidental,04702,2504702,Congo
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,17900,3117900,Congonhal
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,18007,3118007,Congonhas
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,18106,3118106,Congonhas do Norte
41,Paraná,04,Norte Pioneiro Paranaense,015,Cornélio Procópio,06001,4106001,Congonhinhas
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,18205,3118205,Conquista
51,Mato Grosso,03,Sudoeste Mato-grossense,012,Alto Guaporé,03361,5103361,Conquista D'Oeste
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,18304,3118304,Conselheiro Lafaiete
41,Paraná,04,Norte Pioneiro Paranaense,017,Ibaiti,06100,4106100,Conselheiro Mairinck
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,18403,3118403,Conselheiro Pena
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,18502,3118502,Consolação
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,05801,4305801,Constantina
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,18601,3118601,Contagem
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,06209,4106209,Contenda
29,Bahia,06,Centro Sul Baiano,023,Seabra,08804,2908804,Contendas do Sincorá
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,18700,3118700,Coqueiral
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,05835,4305835,Coqueiro Baixo
27,Alagoas,03,Leste Alagoano,011,Maceió,02207,2702207,Coqueiro Seco
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,05850,4305850,Coqueiros do Sul
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,18809,3118809,Coração de Jesus
29,Bahia,03,Centro Norte Baiano,012,Feira de Santana,08903,2908903,Coração de Maria
41,Paraná,06,Oeste Paranaense,023,Cascavel,06308,4106308,Corbélia
33,Rio de Janeiro,03,Centro Fluminense,006,Cantagalo-Cordeiro,01504,3301504,Cordeiro
35,São Paulo,06,Piracicaba,027,Limeira,12407,3512407,Cordeirópolis
29,Bahia,06,Centro Sul Baiano,027,Brumado,09000,2909000,Cordeiros
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04350,4204350,Cordilheira Alta
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,18908,3118908,Cordisburgo
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,19005,3119005,Cordislândia
23,Ceará,01,Noroeste Cearense,003,Coreaú,04004,2304004,Coreaú
25,Paraíba,01,Sertão Paraibano,005,Piancó,04801,2504801,Coremas
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,03108,5003108,Corguinho
29,Bahia,01,Extremo Oeste Baiano,003,Santa Maria da Vitória,09109,2909109,Coribe
31,Minas Gerais,06,Central Mineira,025,Curvelo,19104,3119104,Corinto
41,Paraná,04,Norte Pioneiro Paranaense,015,Cornélio Procópio,06407,4106407,Cornélio Procópio
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,19203,3119203,Coroaci
35,São Paulo,03,Araçatuba,018,Birigui,12506,3512506,Coroados
21,Maranhão,04,Leste Maranhense,015,Codó,03604,2103604,Coroatá
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,19302,3119302,Coromandel
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,05871,4305871,Coronel Barros
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,05900,4305900,Coronel Bicaco
41,Paraná,08,Centro-Sul Paranaense,030,Palmas,06456,4106456,Coronel Domingos Soares
24,Rio Grande do Norte,03,Agreste Potiguar,014,Borborema Potiguar,02808,2402808,Coronel Ezequiel
31,Minas Gerais,08,Vale do Rio Doce,039,Ipatinga,19401,3119401,Coronel Fabriciano
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04400,4204400,Coronel Freitas
24,Rio Grande do Norte,01,Oeste Potiguar,005,Serra de São Miguel,02907,2402907,Coronel João Pessoa
29,Bahia,04,Nordeste Baiano,013,Jeremoabo,09208,2909208,Coronel João Sá
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,02851,2202851,Coronel José Dias
35,São Paulo,11,Itapetininga,041,Itapeva,12605,3512605,Coronel Macedo
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,04459,4204459,Coronel Martins
31,Minas Gerais,03,Jequitinhonha,012,Araçuaí,19500,3119500,Coronel Murta
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,19609,3119609,Coronel Pacheco
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,05934,4305934,Coronel Pilar
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,03157,5003157,Coronel Sapucaia
41,Paraná,07,Sudoeste Paranaense,027,Pato Branco,06506,4106506,Coronel Vivida
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,19708,3119708,Coronel Xavier Chaves
31,Minas Gerais,09,Oeste de Minas,042,Piuí,19807,3119807,Córrego Danta
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,19906,3119906,Córrego do Bom Jesus
52,Goiás,03,Centro Goiano,008,Iporá,05703,5205703,Córrego do Ouro
31,Minas Gerais,09,Oeste de Minas,044,Formiga,19955,3119955,Córrego Fundo
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,20003,3120003,Córrego Novo
42,Santa Catarina,03,Serrana,010,Campos de Lages,04558,4204558,Correia Pinto
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,02901,2202901,Corrente
26,Pernambuco,03,Agreste Pernambucano,011,Garanhuns,04700,2604700,Correntes
29,Bahia,01,Extremo Oeste Baiano,003,Santa Maria da Vitória,09307,2909307,Correntina
26,Pernambuco,04,Mata Pernambucana,015,Mata Meridional Pernambucana,04809,2604809,Cortês
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,001,Baixo Pantanal,03207,5003207,Corumbá
52,Goiás,04,Leste Goiano,012,Entorno de Brasília,05802,5205802,Corumbá de Goiás
52,Goiás,05,Sul Goiano,017,Catalão,05901,5205901,Corumbaíba
35,São Paulo,06,Piracicaba,026,Rio Claro,12704,3512704,Corumbataí
41,Paraná,02,Centro Ocidental Paranaense,005,Campo Mourão,06555,4106555,Corumbataí do Sul
11,Rondônia,02,Leste Rondoniense,008,Colorado do Oeste,00072,1100072,Corumbiara
42,Santa Catarina,02,Norte Catarinense,008,Joinville,04509,4204509,Corupá
27,Alagoas,03,Leste Alagoano,012,São Miguel dos Campos,02306,2702306,Coruripe
35,São Paulo,07,Campinas,032,Campinas,12803,3512803,Cosmópolis
35,São Paulo,01,São José do Rio Preto,003,Votuporanga,12902,3512902,Cosmorama
11,Rondônia,01,Madeira-Guaporé,002,Guajará-Mirim,00080,1100080,Costa Marques
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,005,Cassilândia,03256,5003256,Costa Rica
29,Bahia,01,Extremo Oeste Baiano,002,Cotegipe,09406,2909406,Cotegipe
35,São Paulo,15,Metropolitana de São Paulo,060,Itapecerica da Serra,13009,3513009,Cotia
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,05959,4305959,Cotiporã
51,Mato Grosso,01,Norte Mato-grossense,001,Aripuanã,03379,5103379,Cotriguaçu
31,Minas Gerais,03,Jequitinhonha,010,Diamantina,20102,3120102,Couto de Magalhães de Minas
17,Tocantins,01,Ocidental do Tocantins,003,Miracema do Tocantins,06001,1706001,Couto Magalhães
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,05975,4305975,Coxilha
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,003,Alto Taquari,03306,5003306,Coxim
25,Paraíba,02,Borborema,010,Cariri Ocidental,04850,2504850,Coxixola
27,Alagoas,02,Agreste Alagoano,006,Arapiraca,02355,2702355,Craíbas
23,Ceará,04,Sertões Cearenses,018,Sertão de Cratéus,04103,2304103,Crateús
23,Ceará,07,Sul Cearense,032,Cariri,04202,2304202,Crato
35,São Paulo,02,Ribeirão Preto,014,Ribeirão Preto,13108,3513108,Cravinhos
29,Bahia,06,Centro Sul Baiano,024,Jequié,09505,2909505,Cravolândia
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,04608,4204608,Criciúma
31,Minas Gerais,04,Vale do Mucuri,016,Nanuque,20151,3120151,Crisólita
29,Bahia,04,Nordeste Baiano,017,Alagoinhas,09604,2909604,Crisópolis
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,06007,4306007,Crissiumal
31,Minas Gerais,09,Oeste de Minas,045,Campo Belo,20201,3120201,Cristais
35,São Paulo,02,Ribeirão Preto,012,Franca,13207,3513207,Cristais Paulista
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,06056,4306056,Cristal
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,06072,4306072,Cristal do Sul
17,Tocantins,01,Ocidental do Tocantins,004,Rio Formoso,06100,1706100,Cristalândia
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,03008,2203008,Cristalândia do Piauí
31,Minas Gerais,02,Norte de Minas,008,Grão Mogol,20300,3120300,Cristália
52,Goiás,04,Leste Goiano,012,Entorno de Brasília,06206,5206206,Cristalina
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,20409,3120409,Cristiano Otoni
52,Goiás,05,Sul Goiano,016,Pires do Rio,06305,5206305,Cristianópolis
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,20508,3120508,Cristina
28,Sergipe,03,Leste Sergipano,012,Boquim,01702,2801702,Cristinápolis
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,03107,2203107,Cristino Castro
29,Bahia,01,Extremo Oeste Baiano,002,Cotegipe,09703,2909703,Cristópolis
52,Goiás,01,Noroeste Goiano,001,São Miguel do Araguaia,06404,5206404,Crixás
17,Tocantins,01,Ocidental do Tocantins,005,Gurupi,06258,1706258,Crixás do Tocantins
23,Ceará,01,Noroeste Cearense,002,Ibiapaba,04236,2304236,Croatá
52,Goiás,05,Sul Goiano,015,Meia Ponte,06503,5206503,Cromínia
31,Minas Gerais,07,Metropolitana de Belo Horizonte,032,Itaguara,20607,3120607,Crucilândia
23,Ceará,01,Noroeste Cearense,001,Litoral de Camocim e Acaraú,04251,2304251,Cruz
43,Rio Grande do Sul,01,Noroeste Rio-grandense,011,Cruz Alta,06106,4306106,Cruz Alta
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,09802,2909802,Cruz das Almas
25,Paraíba,04,Mata Paraibana,021,Sapé,04900,2504900,Cruz do Espírito Santo
41,Paraná,09,Sudeste Paranaense,033,União da Vitória,06803,4106803,Cruz Machado
35,São Paulo,10,Assis,039,Assis,13306,3513306,Cruzália
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,06130,4306130,Cruzaltense
35,São Paulo,13,Vale do Paraíba Paulista,051,Guaratinguetá,13405,3513405,Cruzeiro
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,20706,3120706,Cruzeiro da Fortaleza
41,Paraná,07,Sudoeste Paranaense,026,Francisco Beltrão,06571,4106571,Cruzeiro do Iguaçu
41,Paraná,01,Noroeste Paranaense,002,Umuarama,06605,4106605,Cruzeiro do Oeste
12,Acre,01,Vale do Juruá,001,Cruzeiro do Sul,00203,1200203,Cruzeiro do Sul
41,Paraná,01,Noroeste Paranaense,001,Paranavaí,06704,4106704,Cruzeiro do Sul
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,06205,4306205,Cruzeiro do Sul
24,Rio Grande do Norte,02,Central Potiguar,012,Seridó Oriental,03004,2403004,Cruzeta
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,20805,3120805,Cruzília
41,Paraná,03,Norte Central Paranaense,012,Faxinal,06852,4106852,Cruzmaltina
35,São Paulo,15,Metropolitana de São Paulo,063,Santos,13504,3513504,Cubatão
25,Paraíba,02,Borborema,009,Seridó Oriental Paraibano,05006,2505006,Cubati
51,Mato Grosso,04,Centro-Sul Mato-grossense,017,Cuiabá,03403,5103403,Cuiabá
25,Paraíba,03,Agreste Paraibano,012,Curimataú Ocidental,05105,2505105,Cuité
25,Paraíba,04,Mata Paraibana,020,Litoral Norte,05238,2505238,Cuité de Mamanguape
25,Paraíba,03,Agreste Paraibano,016,Guarabira,05204,2505204,Cuitegi
11,Rondônia,01,Madeira-Guaporé,001,Porto Velho,00940,1100940,Cujubim
52,Goiás,05,Sul Goiano,017,Catalão,06602,5206602,Cumari
26,Pernambuco,03,Agreste Pernambucano,010,Médio Capibaribe,04908,2604908,Cumaru
15,Pará,06,Sudeste Paraense,018,São Félix do Xingu,02764,1502764,Cumaru do Norte
28,Sergipe,02,Agreste Sergipano,003,Nossa Senhora das Dores,01900,2801900,Cumbe
35,São Paulo,13,Vale do Paraíba Paulista,053,Paraibuna/Paraitinga,13603,3513603,Cunha
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04707,4204707,Cunha Porã
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04756,4204756,Cunhataí
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,20839,3120839,Cuparaque
26,Pernambuco,03,Agreste Pernambucano,012,Brejo Pernambucano,05004,2605004,Cupira
29,Bahia,02,Vale São-Franciscano da Bahia,004,Juazeiro,09901,2909901,Curaçá
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,03206,2203206,Curimatá
15,Pará,06,Sudeste Paraense,019,Parauapebas,02772,1502772,Curionópolis
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,06902,4106902,Curitiba
42,Santa Catarina,03,Serrana,009,Curitibanos,04806,4204806,Curitibanos
41,Paraná,04,Norte Pioneiro Paranaense,017,Ibaiti,07009,4107009,Curiúva
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,03230,2203230,Currais
24,Rio Grande do Norte,02,Central Potiguar,012,Seridó Oriental,03103,2403103,Currais Novos
25,Paraíba,04,Mata Paraibana,020,Litoral Norte,05279,2505279,Curral de Cima
31,Minas Gerais,02,Norte de Minas,005,Salinas,20870,3120870,Curral de Dentro
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,03271,2203271,Curral Novo do Piauí
25,Paraíba,01,Sertão Paraibano,006,Itaporanga,05303,2505303,Curral Velho
15,Pará,02,Marajó,005,Furos de Breves,02806,1502806,Curralinho
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,03255,2203255,Curralinhos
15,Pará,01,Baixo Amazonas,002,Santarém,02855,1502855,Curuá
15,Pará,04,Nordeste Paraense,009,Salgado,02905,1502905,Curuçá
21,Maranhão,01,Norte Maranhense,001,Litoral Ocidental Maranhense,03703,2103703,Cururupu
51,Mato Grosso,04,Centro-Sul Mato-grossense,018,Alto Pantanal,03437,5103437,Curvelândia
31,Minas Gerais,06,Central Mineira,025,Curvelo,20904,3120904,Curvelo
26,Pernambuco,01,Sertão Pernambucano,004,Sertão do Moxotó,05103,2605103,Custódia
16,Amapá,02,Sul do Amapá,003,Macapá,00212,1600212,Cutias
52,Goiás,04,Leste Goiano,011,Vão do Paranã,06701,5206701,Damianópolis
25,Paraíba,03,Agreste Paraibano,012,Curimataú Ocidental,05352,2505352,Damião
52,Goiás,03,Centro Goiano,007,Anápolis,06800,5206800,Damolândia
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,06506,1706506,Darcinópolis
29,Bahia,06,Centro Sul Baiano,028,Vitória da Conquista,10008,2910008,Dário Meira
31,Minas Gerais,03,Jequitinhonha,010,Diamantina,21001,3121001,Datas
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,06304,4306304,David Canabarro
21,Maranhão,02,Oeste Maranhense,009,Imperatriz,03752,2103752,Davinópolis
52,Goiás,05,Sul Goiano,017,Catalão,06909,5206909,Davinópolis
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,21100,3121100,Delfim Moreira
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,21209,3121209,Delfinópolis
27,Alagoas,01,Sertão Alagoano,002,Alagoana do Sertão do São Francisco,02405,2702405,Delmiro Gouveia
